ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,city,real_values,forecast,error
2015-07-31,646821.9253556343,903203.7327698609,931059.930933357,646821.9253556343,646821.9253556343,270695.4242967194,270695.4242967194,270695.4242967194,270695.4242967194,270695.4242967194,270695.4242967194,0.0,0.0,0.0,917517.3496523537,Athens,922563.0700000002,,13542.58128100331
2015-08-31,647311.5336944136,794144.0868477906,821200.3620067167,647311.5336944136,647311.5336944136,160527.21596521125,160527.21596521125,160527.21596521125,160527.21596521125,160527.21596521125,160527.21596521125,0.0,0.0,0.0,807838.7496596249,Athens,801280.72,,13361.612347091781
2015-09-30,648856.5064519873,647767.0769819813,675263.6395262817,648856.5064519873,648856.5064519873,13115.045937849545,13115.045937849545,13115.045937849545,13115.045937849545,13115.045937849545,13115.045937849545,0.0,0.0,0.0,661971.5523898369,Athens,652841.4300000002,,13292.087136444869
2015-10-31,650452.9783014802,549822.9581299977,578033.815901286,650452.9783014802,650452.9783014802,-86133.97107791569,-86133.97107791569,-86133.97107791569,-86133.97107791569,-86133.97107791569,-86133.97107791569,0.0,0.0,0.0,564319.0072235644,Athens,563933.5299999999,,13714.808677721536
2015-11-30,652010.2049084541,515884.24850788293,544984.5053144629,652010.2049084541,652010.2049084541,-121761.53978276078,-121761.53978276078,-121761.53978276078,-121761.53978276078,-121761.53978276078,-121761.53978276078,0.0,0.0,0.0,530248.6651256933,Athens,535287.42,,14735.840188769624
2015-12-31,653619.3390689936,555792.9701985369,583788.662017904,653619.3390689936,653619.3390689936,-83919.6043561674,-83919.6043561674,-83919.6043561674,-83919.6043561674,-83919.6043561674,-83919.6043561674,0.0,0.0,0.0,569699.7347128262,Athens,564595.3300000001,,14088.927305077785
2016-01-31,655251.815758813,461847.4875185753,489533.0341572207,655251.815758813,655251.815758813,-179974.82270302577,-179974.82270302577,-179974.82270302577,-179974.82270302577,-179974.82270302577,-179974.82270302577,0.0,0.0,0.0,475276.9930557873,Athens,468462.16,,14256.041101433395
2016-02-29,656778.9713718699,382309.0870268646,409894.6578649025,656778.9713718699,656778.9713718699,-260717.4480601204,-260717.4480601204,-260717.4480601204,-260717.4480601204,-260717.4480601204,-260717.4480601204,0.0,0.0,0.0,396061.5233117495,Athens,395792.6100000001,,13833.13455315301
2016-03-31,658413.0490058076,572206.923824635,600516.495329848,658413.0490058076,658413.0490058076,-71805.51475163845,-71805.51475163845,-71805.51475163845,-71805.51475163845,-71805.51475163845,-71805.51475163845,0.0,0.0,0.0,586607.5342541692,Athens,579078.58,,13908.961075678817
2016-04-30,659994.4144580052,673167.9155359096,699301.1409176893,659994.4144580052,659994.4144580052,26330.452279249148,26330.452279249148,26330.452279249148,26330.452279249148,26330.452279249148,26330.452279249148,0.0,0.0,0.0,686324.8667372544,Athens,693776.8099999999,,12976.274180434877
2016-05-31,661628.4920919428,737794.834309483,765064.5597447238,661628.4920919428,661628.4920919428,90580.98596356089,90580.98596356089,90580.98596356089,90580.98596356089,90580.98596356089,90580.98596356089,0.0,0.0,0.0,752209.4780555037,Athens,747711.14,,12855.081689220155
2016-06-30,663209.8607138835,846193.2495747933,874310.5674952619,663209.8607138835,663209.8607138835,196216.74208859043,196216.74208859043,196216.74208859043,196216.74208859043,196216.74208859043,196216.74208859043,0.0,0.0,0.0,859426.6028024739,Athens,868562.0099999999,,14883.964692787966
2016-07-31,664843.9416232222,921332.2864521213,950050.6684959657,664843.9416232222,664843.9416232222,270228.55451113824,270228.55451113824,270228.55451113824,270228.55451113824,270228.55451113824,270228.55451113824,0.0,0.0,0.0,935072.4961343604,Athens,940508.3299999998,,14978.172361605219
2016-08-31,666478.0225364696,786694.5847878834,815137.6955155977,666478.0225364696,666478.0225364696,134348.35580760296,134348.35580760296,134348.35580760296,134348.35580760296,134348.35580760296,134348.35580760296,0.0,0.0,0.0,800826.3783440726,Athens,796378.7799999999,,14311.317171525094
2016-09-30,668059.3911621927,679036.5612631425,708260.2708268343,668059.3911621927,668059.3911621927,24479.538525493204,24479.538525493204,24479.538525493204,24479.538525493204,24479.538525493204,24479.538525493204,0.0,0.0,0.0,692538.9296876859,Athens,691807.86,,15721.341139148339
2016-10-31,669693.4720769852,569737.3132188668,596994.5197483554,669693.4720769852,669693.4720769852,-86281.44774778595,-86281.44774778595,-86281.44774778595,-86281.44774778595,-86281.44774778595,-86281.44774778595,0.0,0.0,0.0,583412.0243291992,Athens,598052.94,,13582.495419156156
2016-11-30,671274.8407042036,521582.7770468239,548706.2574257394,671274.8407042036,671274.8407042036,-136180.6006188717,-136180.6006188717,-136180.6006188717,-136180.6006188717,-136180.6006188717,-136180.6006188717,0.0,0.0,0.0,535094.240085332,Athens,535362.35,,13612.017340407474
2016-12-31,672908.9216189961,587494.4400413868,614345.4906036215,672908.921618996,672908.921618996,-72175.69294574518,-72175.69294574518,-72175.69294574518,-72175.69294574518,-72175.69294574518,-72175.69294574518,0.0,0.0,0.0,600733.2286732509,Athens,596437.6100000001,,13612.261930370587
2017-01-31,674543.0025337884,476216.25310341374,504067.2860915005,674543.0025337884,674543.0025337884,-184497.6405944129,-184497.6405944129,-184497.6405944129,-184497.6405944129,-184497.6405944129,-184497.6405944129,0.0,0.0,0.0,490045.3619393755,Athens,482021.28999999986,,14021.924152124964
2017-02-28,676018.946585859,396108.3470157272,424997.2485074409,676018.946585859,676018.946585859,-265527.98811075947,-265527.98811075947,-265527.98811075947,-265527.98811075947,-265527.98811075947,-265527.98811075947,0.0,0.0,0.0,410490.9584750996,Athens,389259.75,,14506.29003234132
2017-03-31,677653.0275006514,599988.4417909166,627939.6077228432,677653.0275006514,677653.0275006514,-63255.777029646786,-63255.777029646786,-63255.777029646786,-63255.777029646786,-63255.777029646786,-63255.777029646786,0.0,0.0,0.0,614397.2504710046,Athens,600845.85,,13542.357251838548
2017-04-30,679234.3961278701,683518.9449265967,710486.8551674922,679234.3961278701,679234.3961278701,17592.19108799542,17592.19108799542,17592.19108799542,17592.19108799542,17592.19108799542,17592.19108799542,0.0,0.0,0.0,696826.5872158655,Athens,718238.77,,13660.26795162668
2017-05-31,680868.4770426624,765141.4662574232,794059.2819420667,680868.4770426624,680868.4770426624,98891.92602012116,98891.92602012116,98891.92602012116,98891.92602012116,98891.92602012116,98891.92602012116,0.0,0.0,0.0,779760.4030627836,Athens,774900.2299999999,,14298.87887928309
2017-06-30,682449.8456698809,854842.0083182256,881272.7381409393,682449.8456698809,682449.8456698809,185712.1182663991,185712.1182663991,185712.1182663991,185712.1182663991,185712.1182663991,185712.1182663991,0.0,0.0,0.0,868161.96393628,Athens,881650.56,,13110.774204659276
2017-07-31,684083.9265846733,939934.9475951329,968905.7363312953,684083.9265846733,684083.9265846733,270209.76059267006,270209.76059267006,270209.76059267006,270209.76059267006,270209.76059267006,270209.76059267006,0.0,0.0,0.0,954293.6871773434,Athens,963351.7400000002,,14612.049153951928
2017-08-31,685718.0074994657,814735.0836668987,842732.02264453,685718.0074994657,685718.0074994657,143088.42436143124,143088.42436143124,143088.42436143124,143088.42436143124,143088.42436143124,143088.42436143124,0.0,0.0,0.0,828806.431860897,Athens,842310.5399999998,,13925.590783633059
2017-09-30,687299.3761266842,694925.9168975205,721554.4676188437,687299.3761266842,687299.3761266842,20772.31155288573,20772.31155288573,20772.31155288573,20772.31155288573,20772.31155288573,20772.31155288573,0.0,0.0,0.0,708071.6876795699,Athens,717119.11,,13482.779939273722
2017-10-31,688933.4570414767,588556.9410683997,616770.7079864197,688933.4570414767,688933.4570414767,-86320.22331328582,-86320.22331328582,-86320.22331328582,-86320.22331328582,-86320.22331328582,-86320.22331328582,0.0,0.0,0.0,602613.2337281909,Athens,595216.5599999998,,14157.474258228787
2017-11-30,690514.8256686951,545374.267067314,572905.486808795,690514.8256686951,690514.8256686951,-131339.48604622172,-131339.48604622172,-131339.48604622172,-131339.48604622172,-131339.48604622172,-131339.48604622172,0.0,0.0,0.0,559175.3396224735,Athens,548453.6799999999,,13730.147186321556
2017-12-31,692148.9065834875,602331.8880204579,629638.5608390903,692148.9065834875,692148.9065834875,-75998.75543499878,-75998.75543499878,-75998.75543499878,-75998.75543499878,-75998.75543499878,-75998.75543499878,0.0,0.0,0.0,616150.1511484887,Athens,612902.5300000001,,13488.409690601518
2018-01-01,692201.6188710615,616980.2263593244,645519.0415429709,692201.6188710615,692201.6188710615,-61294.75846001535,-61294.75846001535,-61294.75846001535,-61294.75846001535,-61294.75846001535,-61294.75846001535,0.0,0.0,0.0,630906.8604110461,Athens,,630906.8604110461,14612.181131924852
2018-02-01,693835.699785854,490044.93677760824,518601.26387997525,693816.9041053622,693847.9909800863,-189030.10444061024,-189030.10444061024,-189030.10444061024,-189030.10444061024,-189030.10444061024,-189030.10444061024,0.0,0.0,0.0,504805.5953452437,Athens,,504805.5953452437,13795.66853473155
2018-03-01,695311.6438379246,431390.28626664646,458719.5472784175,695218.8357808038,695379.5803434593,-250625.3105401907,-250625.3105401907,-250625.3105401907,-250625.3105401907,-250625.3105401907,-250625.3105401907,0.0,0.0,0.0,444686.3332977339,Athens,,444686.3332977339,14033.213980683591
2018-04-01,696945.724752717,594635.1565832875,622058.3806282325,696753.395594908,697098.2284080968,-88980.85799681717,-88980.85799681717,-88980.85799681717,-88980.85799681717,-88980.85799681717,-88980.85799681717,0.0,0.0,0.0,607964.8667558997,Athens,,607964.8667558997,14093.513872332755
2018-05-01,698527.0933799356,727023.6952260715,756497.6752997008,698220.7956162016,698796.8621922365,43698.722613055405,43698.722613055405,43698.722613055405,43698.722613055405,43698.722613055405,43698.722613055405,0.0,0.0,0.0,742225.815992991,Athens,,742225.815992991,14271.85930670984
2018-06-01,700161.174294728,760435.4235842767,787832.8271694368,699711.2375389866,700555.4158721034,73837.76051429419,73837.76051429419,73837.76051429419,73837.76051429419,73837.76051429419,73837.76051429419,0.0,0.0,0.0,773998.9348090221,Athens,,773998.9348090221,13833.892360414728
2018-07-01,701742.5429219464,905523.783661926,933124.8525270986,701132.2441125609,702270.2880055248,217004.64175392612,217004.64175392612,217004.64175392612,217004.64175392612,217004.64175392612,217004.64175392612,0.0,0.0,0.0,918747.1846758726,Athens,,918747.1846758726,14377.667851226055
2018-08-01,703376.6238367389,961007.1726144702,988182.2918113739,702615.2913355203,704091.9318954283,270785.08411364566,270785.08411364566,270785.08411364566,270785.08411364566,270785.08411364566,270785.08411364566,0.0,0.0,0.0,974161.7079503846,Athens,,974161.7079503846,14020.58386098931
2018-09-01,705010.7047515314,808053.790576081,835493.744285339,704076.0151333412,705953.3744300554,116864.0484944375,116864.0484944375,116864.0484944375,116864.0484944375,116864.0484944375,116864.0484944375,0.0,0.0,0.0,821874.7532459688,Athens,,821874.7532459688,13618.991039370187
2018-10-01,706592.0733787498,724107.1439825632,752474.9255496708,705449.7452945159,707698.5111529377,31634.103301564333,31634.103301564333,31634.103301564333,31634.103301564333,31634.103301564333,31634.103301564333,0.0,0.0,0.0,738226.1766803141,Athens,,738226.1766803141,14248.7488693567
2018-11-01,708226.1542935423,608620.9959407153,637520.8440944095,706907.7974950485,709560.4280616178,-85943.47866365529,-85943.47866365529,-85943.47866365529,-85943.47866365529,-85943.47866365529,-85943.47866365529,0.0,0.0,0.0,622282.675629887,Athens,,622282.675629887,15238.16846452246
2018-12-01,709807.5229207607,551387.0934546991,577911.8579417123,708277.2744870003,711382.9854608695,-145944.50985685078,-145944.50985685078,-145944.50985685078,-145944.50985685078,-145944.50985685078,-145944.50985685078,0.0,0.0,0.0,563863.01306391,Athens,,563863.01306391,14048.844877802301
2012-01-31,411351.89911675407,283993.46841268777,305426.404616802,411351.89911675407,411351.89911675407,-116731.8817399792,-116731.8817399792,-116731.8817399792,-116731.8817399792,-116731.8817399792,-116731.8817399792,0.0,0.0,0.0,294620.01737677486,Irakleion,305429.13,,10806.387240027136
2012-02-29,411998.32967977907,206838.73527539603,229927.9783228037,411998.32967977907,411998.32967977907,-193375.98834847813,-193375.98834847813,-193375.98834847813,-193375.98834847813,-193375.98834847813,-193375.98834847813,0.0,0.0,0.0,218622.34133130094,Irakleion,231856.89,,11305.636991502775
2012-03-31,412689.3416609438,340138.39771332836,361995.61040742585,412689.3416609438,412689.3416609438,-61541.403587980836,-61541.403587980836,-61541.403587980836,-61541.403587980836,-61541.403587980836,-61541.403587980836,0.0,0.0,0.0,351147.938072963,Irakleion,355348.76,,10847.67233446287
2012-04-30,413358.0629085758,413254.0714967045,435024.642202444,413358.0629085758,413358.0629085758,10666.607517679755,10666.607517679755,10666.607517679755,10666.607517679755,10666.607517679755,10666.607517679755,0.0,0.0,0.0,424024.67042625556,Irakleion,421075.87,,10999.971776188468
2012-05-31,414049.0748644622,477651.4444095814,501059.37137597706,414049.0748644622,414049.0748644622,75608.90179878565,75608.90179878565,75608.90179878565,75608.90179878565,75608.90179878565,75608.90179878565,0.0,0.0,0.0,489657.97666324786,Irakleion,484948.86000000004,,11401.394712729205
2012-06-30,414717.79612115386,553600.5929751251,575611.4133301369,414717.79612115386,414717.79612115386,150048.88787024072,150048.88787024072,150048.88787024072,150048.88787024072,150048.88787024072,150048.88787024072,0.0,0.0,0.0,564766.6839913946,Irakleion,550324.08,,10844.729338742327
2012-07-31,415408.8080864018,594963.6846182742,617967.3274495765,415408.8080864018,415408.8080864018,191138.00748080318,191138.00748080318,191138.00748080318,191138.00748080318,191138.00748080318,191138.00748080318,0.0,0.0,0.0,606546.815567205,Irakleion,601505.8700000001,,11420.511882371502
2012-08-31,416099.8200516497,499942.6168995648,521668.97736707906,416099.8200516497,416099.8200516497,94884.20657931369,94884.20657931369,94884.20657931369,94884.20657931369,94884.20657931369,94884.20657931369,0.0,0.0,0.0,510984.0266309634,Irakleion,494229.7,,10684.950736115687
2012-09-30,416768.6128952769,399037.6601125801,421078.2981745228,416768.6128952769,416768.6128952769,-6473.700685509361,-6473.700685509361,-6473.700685509361,-6473.700685509361,-6473.700685509361,-6473.700685509361,0.0,0.0,0.0,410294.91220976756,Irakleion,413224.68999999994,,10783.38596475526
2012-10-31,417459.6988336917,353944.33516444394,376835.0000846856,417459.6988336917,417459.6988336917,-51468.06143151808,-51468.06143151808,-51468.06143151808,-51468.06143151808,-51468.06143151808,-51468.06143151808,0.0,0.0,0.0,365991.63740217366,Irakleion,366514.52999999997,,10843.362682511972
2012-11-30,418128.49302152393,319648.0634447583,342410.95845252665,418128.49302152393,418128.49302152393,-86847.33432305952,-86847.33432305952,-86847.33432305952,-86847.33432305952,-86847.33432305952,-86847.33432305952,0.0,0.0,0.0,331281.1586984644,Irakleion,334316.34,,11129.79975406226
2012-12-31,418819.5803489506,395476.01910329907,417998.7046858089,418819.5803489506,418819.5803489506,-12316.434834943282,-12316.434834943282,-12316.434834943282,-12316.434834943282,-12316.434834943282,-12316.434834943282,0.0,0.0,0.0,406503.1455140073,Irakleion,421193.21,,11495.559171801608
2013-01-31,419510.6709418807,296397.7705281743,318378.1594384582,419510.6709418807,419510.6709418807,-111844.4174640324,-111844.4174640324,-111844.4174640324,-111844.4174640324,-111844.4174640324,-111844.4174640324,0.0,0.0,0.0,307666.25347784825,Irakleion,310279.17,,10711.905960609962
2013-02-28,420134.8818000111,213215.82472436194,236628.0591125557,420134.8818000111,420134.8818000111,-194524.5260586939,-194524.5260586939,-194524.5260586939,-194524.5260586939,-194524.5260586939,-194524.5260586939,0.0,0.0,0.0,225610.35574131718,Irakleion,228128.13,,11017.703371238516
2013-03-31,420825.9724705231,347761.26831129444,370185.3367639098,420825.9724705231,420825.9724705231,-60624.97715808939,-60624.97715808939,-60624.97715808939,-60624.97715808939,-60624.97715808939,-60624.97715808939,0.0,0.0,0.0,360200.9953124337,Irakleion,369295.43000000005,,9984.341451476095
